"Timestamp","Source IP Address","Destination IP Address","Source Port","Destination Port","Protocol","Packet Length","Traffic Type","Packet Type","Payload Data","Info"
"2024-07-02 14:22:04","192.168.1.37","255.255.255.255","1046","1046","UDP","67","eth:ethertype:ip:udp:data","67","72635f69616d686572653a363535353a303a303a4544444945","1046  >  1046 Len=25"
"2024-07-02 14:22:04","216.239.38.223","192.168.1.37","443","62555","TCP","54","eth:ethertype:ip:tcp","54","","443  >  62555 [FIN, ACK] Seq=1 Ack=1 Win=477 Len=0"
"2024-07-02 14:22:04","192.168.1.37","216.239.38.223","62555","443","TCP","54","eth:ethertype:ip:tcp","54","","62555  >  443 [ACK] Seq=1 Ack=2 Win=259 Len=0"
"2024-07-02 14:22:04","AzureWaveTec_50:42:9f","Broadcast","","","ARP","42","eth:ethertype:arp","42","","Who has 192.168.1.101? Tell 192.168.1.37"
"2024-07-02 14:22:04","192.168.1.37","216.239.38.180","59322","443","UDP","296","eth:ethertype:ip:udp:data","296","44fe5f8d3439bad6156ddde697d4d5ee7f9704394c847ad648ca1c23accccfbb5b8acbf73f4b10631dd444ea96bc0229edbd67aa35bf3519afdfd25e701989a9f0af5bd61863e6e440d45673bb71e8fba08b10e3ea9b0b7f7bbed9a5ed1165b8c1d40ce7b4ad0f25852f1100c8edaf6cdc57215bd2d4b5ac76dbbd07f47ad2009fe0d60d669aa3e8dedf81c470588843a15567496c1f8464a810687e4f768206d7aeed59e33e13ee4b38307ea1ef3f66511046099880d47004cdcd22d9b444cf7a87b6de4594a3646d7a730ffa479b294c9b0dffa086815e6b10c1d92259bd6925458c250f9b0c89720049e0746f088b271f9f8d97ba06d8752a7c3dc71d","59322  >  443 Len=254"
"2024-07-02 14:22:04","216.239.38.180","192.168.1.37","443","59322","UDP","75","eth:ethertype:ip:udp:data","75","4d25f8f54ca64627a874d493e455f7b6968b992a79f803a5b11b8b9ddd4088aac4","443  >  59322 Len=33"
"2024-07-02 14:22:05","192.168.1.37","216.239.38.180","59322","443","UDP","75","eth:ethertype:ip:udp:data","75","49fe5f8d3439bad6158980a52856c8d8373e4d9995d1c7f11f086291116625a996","59322  >  443 Len=33"
"2024-07-02 14:22:05","216.239.38.180","192.168.1.37","443","59322","UDP","569","eth:ethertype:ip:udp:data","569","4f8e558e7c954cd5547331f820fc1198a41377a994d0260c2674570fbe684403f14450460c7fc9f1e5bac3977dec7f835d738d1139e775179d69b09d7f4a6a35108d7aa844b736035314b42b42b954957800626338c243038c0db37783bbf30a1f6513bb7a458321550014a4444e4fda3356b5c9f2250761c15900d2c2882bbbd53d4a0831a16b1ff0e72c3da2b6af6384c7ab5216df376492eb8e136df33606e8badb6284c98e47b94c6a715e7672ed8fb96b9d830f224b07ce6f301b6e148f112af9a8af46bc67b87b6138802706ebc4ec6d2bc8dc47fcb7d6e33c0de6417618d1202698503542b12f0b67d4da83d2e783370f0242aa0d5695ed4d5a2cb9aa02c4530306d7ff684f63aff52865d691f965c17ee8a64103d91d603ced47f68c204e416fb98eb1dc16f8b32d2584a6306d8180a08e7b7cdf96e10e0beb0ac778722c093518f442ca4de3e82e16f679b9cd600c1adc5170b6805fea72573a9144d29dd959f8cd97587a560e7cfcb5eca61cd322fd2b0c559cbe08dd5cebe281af47fdc98e9a51695d86a1263c1343676a8a7e47708abf032015301ce8075a831882b05a32a88fa2c1c786427d4df17041488fcd231bf209dba8a22eed252d359b89e063344cf0f20eaf7280d4e6db91311f6b2cfd124e659632dc14313b2e839709a0016c611630c48ee4ddd3d59bc741a2eae6c3ca7329a704ad3b2b872149ac7ab77fefe4b978380cf05138cf7f45","443  >  59322 Len=527"
"2024-07-02 14:22:05","216.239.38.180","192.168.1.37","443","59322","UDP","65","eth:ethertype:ip:udp:data","65","546f381a902804a2f228b6717e7ed15b7c8b5fd93be5bc","443  >  59322 Len=23"
"2024-07-02 14:22:05","192.168.1.37","216.239.38.180","59322","443","UDP","81","eth:ethertype:ip:udp:data","81","55fe5f8d3439bad615f8cbe224d964f0076ec809732fbca8ed5e22f6fb8ea82b70dcb8853e1b68","59322  >  443 Len=39"
"2024-07-02 14:22:05","192.168.1.37","216.239.38.180","59322","443","UDP","515","eth:ethertype:ip:udp:data","515","5efe5f8d3439bad615b80e9261622de2469600ef18e5dcf9c26d179e1bc5a430cfffbe357c7d842b2650059b25a6958788955b8d42a5c0e7f4cc684830173bd7bb096bee9a75ae97746927edd06e52d76af694b9a850b66db82d83a1a3e0784a0ba6b6aef124e1a2e434de24944f60cd654cf8dd9bcbf00f24843a75abe42b84d425cb2e1ed26c4859e6165ddd0b72f8a1ffe2d1e3e7d89c6691de2bc522c770639490ad0a41d2937c4c7f3cdc22bac70f876cec298484726e840c005e5eba86b10bbea14962859941f7763fc1075c057f9302edb80ee13a17711632f1da29b386136617b2b8d1b32183d6866cfb2c89de01ec2f14ab3e4f902b9e9c97f71a90f3a2b79aef32b447a2614a052df3108d1d37a164d221d8d64817d60f3a9ba9f533998d3387e7d0f24b87431cc8144a0ff944e53b44558b060df3d8533ac238604915e91a91ccca6af906697ae91bb925454bc62a6cbc7562d33857b7f669d9cd3e262ce14702d64a4d6ef547508cf98be2b11c0126d061d6cf3eb9f792d23bc3dc04d23a4d4bcfaf4c968a9eb70ab85619938727c0bd982e534da5157accd615371ecb5d6705785e6ac5e6b2e820c0c7c4db74ab10f6ad75830f24fb054714d27fb22790e07e53db1d05f85fbf3a1d0eea8b5492040d3f4014","59322  >  443 Len=473"
"2024-07-02 14:22:05","216.239.38.180","192.168.1.37","443","59322","UDP","75","eth:ethertype:ip:udp:data","75","53ba3ff327bd5499adc1cef1fd9b3c68917cfd96275e5e44824b61b3ed02127ce2","443  >  59322 Len=33"
"2024-07-02 14:22:05","192.168.1.37","216.239.38.180","59322","443","UDP","75","eth:ethertype:ip:udp:data","75","43fe5f8d3439bad615ee4e3c9741ab4888ce0b699ae76df51228db8095c5cc9a95","59322  >  443 Len=33"
"2024-07-02 14:22:05","192.168.1.37","255.255.255.255","1046","1046","UDP","67","eth:ethertype:ip:udp:data","67","72635f69616d686572653a363535353a303a303a4544444945","1046  >  1046 Len=25"
"2024-07-02 14:22:05","216.239.38.180","192.168.1.37","443","59322","UDP","545","eth:ethertype:ip:udp:data","545","43bf3089dc309f0e8c32831d6ac3b13d923729b33d1a7c86512cf8909b0d0545afaa26a7d39aa3dce4bd61b45002dcb6856b75969a7939b9e4dbefbe827416491277f53df8ca1005cfc11e6e34811fffed152d73918c2bffdafa2fa425602267704385941a2afc8b7d506d1687eb4b571a35bdec61b0274b18fb32690be69a44a9a4719bd9f7550b1f67d870806d4496b5ecf8042c506d9f262427760270b0ec5c453c347a9a95a14b36e26447905df446b112ea95e7c42fd29dccc4ffd7557d70b82681b8b402533c5c542b55452f36d3200dcabc4360960b710b84039de46e1da16490b8578795e8aa143858de1ec6ab0809cff6f2ceafa5471bf4bdab9d3538f1073a86c392611066d8e13b31e937651386e8f82a5b60b89800d0d00f51c5a7ddd9aa2445f98702330f2a73260e75d00b21f703fba6213c70da1bd9f97bbc0449de29988b69e11b3c5a3c992cc3e4a3f602e858e505ba42bb6dde578e36dcbf7de232e6bc74dca1f993de632532f282e89e90111f93f25e51abe55a5d2307b8d6b7c70cf7f1ea9fea69bf6d195ae18e830d861af0d453746e29ea1854e560fdb1dfb6b98398e85f3182d518e4af64fad044ba4bd78f4c35258e2927f4851024a5eb74141b40749f37af152a87d7c3c7269fa41fd253786f9b39206bd36474e18f8791db29fed1db0b18ccfdf4d797147dda3dd1cd70","443  >  59322 Len=503"
"2024-07-02 14:22:05","216.239.38.180","192.168.1.37","443","59322","UDP","65","eth:ethertype:ip:udp:data","65","501a5b530e1d6d77ec61c702a9aad7baa565db97982705","443  >  59322 Len=23"
"2024-07-02 14:22:05","192.168.1.37","216.239.38.180","59322","443","UDP","81","eth:ethertype:ip:udp:data","81","55fe5f8d3439bad6154d93bc96630cf05d24f6b68fe0259d69b166c35d5ee6083bace1fe2b7c4f","59322  >  443 Len=39"
"2024-07-02 14:22:05","192.168.1.37","216.239.38.180","59322","443","UDP","75","eth:ethertype:ip:udp:data","75","42fe5f8d3439bad615b63eff4bf31593c9f6bedcbdd57aea765b3007b6eb028203","59322  >  443 Len=33"
"2024-07-02 14:22:05","216.239.38.180","192.168.1.37","443","59322","UDP","68","eth:ethertype:ip:udp:data","68","58712116cda6b69fc49a71a57fcabd36fb8bd594c2ba97ac3e4b","443  >  59322 Len=26"
"2024-07-02 14:22:05","192.168.1.37","20.127.250.238","49194","443","TCP","55","eth:ethertype:ip:tcp","55","","49194  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1 [TCP segment of a reassembled PDU]"
"2024-07-02 14:22:06","20.127.250.238","192.168.1.37","443","49194","TCP","66","eth:ethertype:ip:tcp","66","","443  >  49194 [ACK] Seq=1 Ack=2 Win=251 Len=0 SLE=1 SRE=2"
"2024-07-02 14:22:06","192.168.1.37","255.255.255.255","1046","1046","UDP","67","eth:ethertype:ip:udp:data","67","72635f69616d686572653a363535353a303a303a4544444945","1046  >  1046 Len=25"
"2024-07-02 14:22:06","AzureWaveTec_50:42:9f","Broadcast","","","ARP","42","eth:ethertype:arp","42","","Who has 192.168.1.101? Tell 192.168.1.37"
"2024-07-02 14:22:06","AzureWaveTec_50:42:9f","Broadcast","","","ARP","42","eth:ethertype:arp","42","","Who has 192.168.1.101? Tell 192.168.1.37"
"2024-07-02 14:22:07","192.168.1.37","255.255.255.255","1046","1046","UDP","67","eth:ethertype:ip:udp:data","67","72635f69616d686572653a363535353a303a303a4544444945","1046  >  1046 Len=25"
"2024-07-02 14:22:07","192.168.1.37","200.25.144.1","60152","53","DNS","68","eth:ethertype:ip:udp:dns","68","","Standard query 0x59fc A sider.ai"
"2024-07-02 14:22:07","192.168.1.37","200.25.144.1","54157","53","DNS","68","eth:ethertype:ip:udp:dns","68","","Standard query 0x60d2 HTTPS sider.ai"
"2024-07-02 14:22:07","192.168.1.37","200.25.144.1","50535","53","DNS","68","eth:ethertype:ip:udp:dns","68","","Standard query 0x60d8 A sider.ai"
